"lfdn","tester","dispcode","loop","loopnumber","le_nr","le_text","L1_MFN","L2_MFN","L3_MFN","L4_MFN","L2_AssoziationSkala","L1_AssoziationSkala","L3_AssoziationSkala","L4_AssoziationSkala","duration","lastaccs","frstmail","Liste","MFN","Assoziation"
860,0,31,7579884,19,22,"Neuzugang",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,20,29,"Model",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,21,13,"Gast",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,22,20,"Flüchtling",1,-77,-77,-77,-77,3,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"m",3
860,0,31,7579884,23,10,"Wesen",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,24,15,"Fratz",1,-77,-77,-77,-77,3,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"m",3
860,0,31,7579884,25,6,"Star",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,26,27,"Hippie",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,27,23,"Ekel",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
860,0,31,7579884,28,26,"Nerd",1,-77,-77,-77,-77,3,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"m",3
860,0,31,7579884,29,7,"Babysitter",3,-77,-77,-77,-77,-77,-77,-77,194,"2025-04-08 12:47:46","0000-00-00 00:00:00",1,"n",NA
858,0,31,7579900,1,22,"Hilfskraft",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,2,19,"Oberhaupt",-77,-77,-77,1,-77,-77,-77,4,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",4
858,0,31,7579900,3,14,"Individuum",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,4,1,"Kultfigur",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,5,24,"Beirat",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,6,13,"Schlitzohr",-77,-77,-77,1,-77,-77,-77,5,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",5
858,0,31,7579900,7,21,"Lebewesen",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,8,9,"Kauz",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,9,20,"Genie",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,10,5,"Ferkel",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,11,11,"Newbie",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,12,28,"Gör",-77,-77,-77,2,-77,-77,-77,4,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"w",4
858,0,31,7579900,13,2,"Boss",-77,-77,-77,1,-77,-77,-77,5,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",5
858,0,31,7579900,14,7,"Ikone",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,15,29,"Tennis-Ass",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,16,27,"Glückskind",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,17,4,"Schatz",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,18,12,"Monster",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,19,6,"Scheusal",-77,-77,-77,2,-77,-77,-77,1,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"w",1
858,0,31,7579900,20,17,"Lehrling",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,21,3,"Junkie",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,22,10,"Mensch",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,23,8,"Vertretung",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,24,25,"Blödian",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,25,18,"Superstar",-77,-77,-77,1,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",2
858,0,31,7579900,26,15,"Nachwuchstalent",-77,-77,-77,3,-77,-77,-77,-77,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"n",NA
858,0,31,7579900,27,26,"Snob",-77,-77,-77,1,-77,-77,-77,3,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",3
858,0,31,7579900,28,23,"Legende",-77,-77,-77,1,-77,-77,-77,4,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"m",4
858,0,31,7579900,29,16,"Bedienung",-77,-77,-77,2,-77,-77,-77,2,542,"2025-04-08 12:50:05","0000-00-00 00:00:00",4,"w",2
861,0,31,7579893,1,10,"Opfer",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,2,23,"Aushängeschild",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,3,3,"Diva",-77,-77,2,-77,-77,-77,4,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"w",4
861,0,31,7579893,4,17,"Tier",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,5,9,"Nesthäkchen",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,6,5,"Spaßvogel",-77,-77,1,-77,-77,-77,4,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",4
861,0,31,7579893,7,8,"Balg",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,8,25,"Schnapsdrossel",-77,-77,2,-77,-77,-77,2,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"w",2
861,0,31,7579893,9,12,"Unschuldslamm",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,10,13,"Koryphäe",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,11,20,"Aushilfe",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,12,2,"Berühmtheit",-77,-77,2,-77,-77,-77,2,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"w",2
861,0,31,7579893,13,11,"Kind",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,14,7,"Trotzkopf",-77,-77,1,-77,-77,-77,4,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",4
861,0,31,7579893,15,14,"Ahne",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,16,16,"Popstar",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,17,4,"Racker",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,18,28,"Laie",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,19,18,"Unikum",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,20,22,"Rotschopf",-77,-77,2,-77,-77,-77,1,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"w",1
861,0,31,7579893,21,27,"Azubi",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,22,29,"Ausnahmetalent",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,23,6,"Vormund",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
861,0,31,7579893,24,21,"Feigling",-77,-77,1,-77,-77,-77,2,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",2
861,0,31,7579893,25,15,"Portier",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,26,24,"Idol",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,27,19,"Memme",-77,-77,1,-77,-77,-77,2,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",2
861,0,31,7579893,28,26,"Barkeeper",-77,-77,1,-77,-77,-77,3,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"m",3
861,0,31,7579893,29,1,"Lehrkraft",-77,-77,3,-77,-77,-77,-77,-77,316,"2025-04-08 12:50:21","0000-00-00 00:00:00",3,"n",NA
863,0,31,7579889,1,6,"Leichtgewicht",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,2,11,"Gangster",-77,1,-77,-77,5,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",5
863,0,31,7579889,3,19,"Filmstar",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,4,3,"Vorstand",-77,1,-77,-77,5,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",5
863,0,31,7579889,5,27,"Urahne",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,6,17,"Waise",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,7,25,"Klatschtante",-77,2,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"w",4
863,0,31,7579889,8,8,"Leitung",-77,1,-77,-77,5,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",5
863,0,31,7579889,9,10,"Haushaltshilfe",-77,2,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"w",2
863,0,31,7579889,10,20,"Fan",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,11,7,"Talent",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,12,5,"Mündel",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,13,29,"Phänomen",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,14,18,"Bankier",-77,1,-77,-77,5,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",5
863,0,31,7579889,15,9,"Führungskraft",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,16,26,"Freak",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,17,21,"Teenager",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,18,2,"Jockey",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,19,13,"Influencer",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,20,23,"Geschöpf",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,21,1,"Begleitung",-77,2,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"w",3
863,0,31,7579889,22,15,"Mannequin",-77,2,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"w",3
863,0,31,7579889,23,12,"Zögling",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,24,22,"Patenkind",-77,1,-77,-77,1,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",1
863,0,31,7579889,25,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"n",NA
863,0,31,7579889,26,24,"Wache",-77,1,-77,-77,4,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",4
863,0,31,7579889,27,4,"Passagier",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
863,0,31,7579889,28,14,"Vorbild",-77,1,-77,-77,3,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",3
863,0,31,7579889,29,28,"Original",-77,1,-77,-77,2,-77,-77,-77,300,"2025-04-08 12:51:40","0000-00-00 00:00:00",2,"m",2
862,0,31,7579884,1,9,"Wunderkind",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,2,4,"Assistenz",2,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"w",4
862,0,31,7579884,3,7,"Babysitter",2,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"w",4
862,0,31,7579884,4,6,"Star",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,5,5,"Fuchs",1,-77,-77,-77,-77,5,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",5
862,0,31,7579884,6,27,"Hippie",1,-77,-77,-77,-77,3,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",3
862,0,31,7579884,7,11,"Hoheit",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,8,29,"Model",2,-77,-77,-77,-77,5,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"w",5
862,0,31,7579884,9,22,"Neuzugang",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,10,26,"Nerd",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,11,20,"Flüchtling",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,12,17,"Laufwunder",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,13,21,"Insasse",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,14,12,"Klatschbase",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,15,14,"Geizhals",1,-77,-77,-77,-77,3,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",3
862,0,31,7579884,16,19,"Geisel",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,17,24,"Aushilfskraft",2,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"w",4
862,0,31,7579884,18,10,"Wesen",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,19,18,"Majestät",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,20,2,"Hauptfigur",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,21,3,"Fachkraft",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,22,15,"Fratz",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,23,8,"Jahrhunderttalent",1,-77,-77,-77,-77,3,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",3
862,0,31,7579884,24,28,"Mitglied",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,25,13,"Gast",1,-77,-77,-77,-77,3,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",3
862,0,31,7579884,26,16,"Gegenüber",3,-77,-77,-77,-77,-77,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"n",NA
862,0,31,7579884,27,23,"Ekel",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,28,1,"Autorität",1,-77,-77,-77,-77,4,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",4
862,0,31,7579884,29,25,"Clown",1,-77,-77,-77,-77,5,-77,-77,556,"2025-04-08 12:54:37","0000-00-00 00:00:00",1,"m",5
859,0,31,7579893,1,14,"Ahne",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,2,17,"Tier",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,3,6,"Vormund",-77,-77,1,-77,-77,-77,5,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",5
859,0,31,7579893,4,12,"Unschuldslamm",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,5,2,"Berühmtheit",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,6,15,"Portier",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,7,9,"Nesthäkchen",-77,-77,2,-77,-77,-77,2,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",2
859,0,31,7579893,8,16,"Popstar",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,9,1,"Lehrkraft",-77,-77,1,-77,-77,-77,5,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",5
859,0,31,7579893,10,5,"Spaßvogel",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,11,4,"Racker",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,12,19,"Memme",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,13,23,"Aushängeschild",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,14,22,"Rotschopf",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,15,7,"Trotzkopf",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,16,27,"Azubi",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,17,10,"Opfer",-77,-77,2,-77,-77,-77,3,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",3
859,0,31,7579893,18,20,"Aushilfe",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,19,28,"Laie",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,20,29,"Ausnahmetalent",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,21,24,"Idol",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,22,3,"Diva",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,23,26,"Barkeeper",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,24,8,"Balg",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,25,21,"Feigling",-77,-77,1,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",4
859,0,31,7579893,26,13,"Koryphäe",-77,-77,1,-77,-77,-77,3,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"m",3
859,0,31,7579893,27,25,"Schnapsdrossel",-77,-77,2,-77,-77,-77,4,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"w",4
859,0,31,7579893,28,11,"Kind",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
859,0,31,7579893,29,18,"Unikum",-77,-77,3,-77,-77,-77,-77,-77,755,"2025-04-08 12:55:20","0000-00-00 00:00:00",3,"n",NA
864,0,31,7579900,1,18,"Superstar",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,2,16,"Bedienung",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,3,13,"Schlitzohr",-77,-77,-77,1,-77,-77,-77,5,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"m",5
864,0,31,7579900,4,3,"Junkie",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,5,14,"Individuum",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,6,17,"Lehrling",-77,-77,-77,1,-77,-77,-77,4,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"m",4
864,0,31,7579900,7,7,"Ikone",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,8,11,"Newbie",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,9,10,"Mensch",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,10,4,"Schatz",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,11,22,"Hilfskraft",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,12,5,"Ferkel",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,13,29,"Tennis-Ass",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,14,20,"Genie",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,15,28,"Gör",-77,-77,-77,2,-77,-77,-77,5,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"w",5
864,0,31,7579900,16,21,"Lebewesen",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,17,8,"Vertretung",-77,-77,-77,3,-77,-77,-77,-77,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"n",NA
864,0,31,7579900,18,19,"Oberhaupt",-77,-77,-77,1,-77,-77,-77,4,526,"2025-04-08 12:56:01","0000-00-00 00:00:00",4,"m",4
